page,line,front,explanation
28,25,Poaching,"illegally hunting , gair khanoni shikaar"
29,1,Portal,doorway or gate
29,2,Precise,"bilkul theek , exactly"
29,3,Prediction,peshan goi
29,4,Predominate,"be the main element , sab se aahem , have control or power"
29,5,Prescribed,"likha hoa nuskha , wrire out prescription"
29,6,Presume,assume
29,7,Pretend,Dhong
29,8,Pretest,Test in advance
29,9,Pretty,"Bahot , kafi"
29,10,Pretty Obvious,Bahot saaf zahir hai
29,11,Privacy,"tanhai , alhaidagi"
29,12,Probably,"ghaliban ,taqreeban"
29,13,Probe,"investigation , tahqiqat , janch partal"
29,14,Prohibit,"haram , jo jayaz nahi hai"
29,15,Prolong,lamba
29,16,Promote,"madad , badh na, jo tarraqi de"
29,17,Prompt,"aamada , mujboor"
29,18,Proof,saboot
29,19,Prophecies,"ghaib goi , peshan goi"
29,20,Prosper,"kamiyab , fly high"
29,21,Protect,hifazat
29,22,Protocol,"Rules , rasm o tehzeeb, rules and regulation"
29,23,prototype,"A standard, typical or perfect example"
29,24,Prove,ko sabit karna
29,25,Provocation,gusse dilana
30,1,Purpose,irada
30,2,Put,rakhna
30,3,Put off,"cancel , abandoned"
30,4,Query,Pose a question
30,5,Queue,"qataar , line"
30,6,Quiet,khamosh
30,7,Quit,"give up , chod dena"
30,8,Quite,"somewhat , thoda , kuch , kafi"
30,9,Ramification,"produce branches , type of development"
30,10,Ransom money,"fidye ka paisa , kidnap karne k baad jo paise ki maang karte"
30,11,Rapport,A relationship of mutual understanding
30,12,Rare,"kabhi kabhi ,rarely, kabhi kabhi karna, dailiy, roz karna"
30,13,Rather then,iske alawa
30,14,Realize,samajhta hon
30,15,Rear,"back side of something, piche ka, pichla hissa , like phone’s rear ca-"
30,16,mara,
30,17,Rebuttal,a claim or proof that something is wrong
30,18,Recently,haal hi me
30,19,Recite,padhna
30,20,Recognize,"tasdeeq shuda , koi cheez ki pehchan kiya hoa"
30,21,Recoil,na pasand karna
30,22,Recommend,suggest
30,23,Redundant,gar zaruri
30,24,Referring,"fowling, write or say about mention"
30,25,Refrain,"stop oneself from doing something , parhez karna"
31,1,Refuse,"deny , inkaar"
31,2,Regard,"as concerned , relatively , koi cheez k tallooq se , se mutallaqa"
31,3,Regardless,"ka lihaz na karte hoai , koi cheez ko nazar andaz karte hoai"
31,4,Regret,afsoos
31,5,Rejoice,khushi manana
31,6,Reliance,trust = Bharosa
31,7,Reluctant,na chate hoai
31,8,Remain,baqi rehna
31,9,Remand,wapas bhejna
31,10,Renew,"naya bana na , dobara karna"
31,11,Rescue,se bachana
31,12,Resemblance,"mushabahat , alike , same to same"
31,13,Resemble,"same , kisi cheez se milta jhulta"
31,14,Resent,nafraat karna
31,15,Resolution,"irada , determination"
31,16,Resonance,goonj
31,17,Resourceful,mazboot idea
31,18,Respite,"break ,waqfa"
31,19,Restrain,apne aap ko roke rakhna koi cheez se chahte hoai bhi
31,20,Retrieve,"regain possession , dobara hasil karna koi cheez"
31,21,Retrospective,"Guzishta , Guzra hoa"
31,22,Reunite,phir se jamaa kar na
31,23,Reveal,"vahi , zaher karna = dekhana"
31,24,Revenge,"badla , inteqam"
31,25,Revere,ahteram se bulana
32,1,Revival,pehle se bhi ziyada zindagi me shouq nai jaan
32,2,Revoke,cancel
32,3,Reward,"jaza , sawab ,inaam"
32,4,Rid,chutkara
32,5,Ridiculous,"ahmaqana, mazahia"
32,6,Rife,"aam , common , not mango"
32,7,Right next to you,bilkul aage
32,8,Right next to you,tuhhare aage
32,9,Rights,haq
32,10,Riot,"fasad,shore ghul, hangama by crowd"
32,11,Rival,"barabari ka dawa karne wala , a thing equal to another in quality"
32,12,Robust,sensable = aqalmand
32,13,Rolled out,abhi chalra
32,14,Rope,rassi
32,15,Routine,"maam’mul , roz ka kaam"
32,16,Rumor,afwah
32,17,Run out,"used up , no longer valid"
32,18,Ruth less,be rahem
32,19,Sacrifice,qurbani
32,20,Sail,"chalna , behna ,samandari jahaz"
32,21,Sake,"ke lie , for god sake , khuda k lie"
32,22,Sallow,ningalna
32,23,Sans,without
32,24,Sap,"without sap sukha ho , surang lagana"
32,25,Sap,jhadon ka pani jo har hisse ko food pahonchata
33,1,Scam,dist honest scheme
33,2,Scare,"darr ,khoof"
33,3,Scenario,tasveer k zariye batana
33,4,Scram,dafa ho jao
33,5,Scroll,lapta hoa kagaz jis me likha hoa ho paigam
33,6,Secure,mahfooz
33,7,Seek,Dhoondna
33,8,Seems,"lagna , mahsoos hona"
33,9,Seize,qabza karna zabar dasti
33,10,Seldom,"kabhi kabhi , rare"
33,11,Send off,rukhsat karna
33,12,Sensational,"hairaat me dalne wala , josh me lane wala , sensational gar-"
33,13,ments,
33,14,Sense,"hiss, touch ,taste etc"
33,15,Sense of humor,"funny, mazahiya"
33,16,Sensible,"aqalmand , hoshiyar robust"
33,17,Sensitive,"asar pazir , bahot jald asar lene wala koi baat ka"
33,18,Set back,"Rukawat ,"
33,19,Several,more than two but not money
33,20,Shatter,Pani phir jana
33,21,She,vo ladki
33,22,Shed,"bahana , girne dene , sheding tears"
33,23,Shivering,kaanpna
33,24,Should,"had better , acha hota"
33,25,Show off,dikhawa
34,1,Sick,bimaar
34,2,Significance,mafhoom
34,3,Significant,important
34,4,Silly,showing a lack of good sense
34,5,Simultaneously,at the same time
34,6,Sin,gunah
34,7,Sink,doobna
34,8,Skeleton,dhancha
34,9,Slum,gandagi
34,10,Smack,"taste it , maza dena , thappad marna"
34,11,Somehow,"kuch bhi kar k , kisi bhi tarha"
34,12,Somewhat,"thoda , kuch"
34,13,Sort,"qism ka , kis tarhaka"
34,14,Sort out,"solution , hal"
34,15,Soul,ruh
34,16,Specious,misleading in appearance
34,17,Spineless,"be buniad baaten , hawa me baten bana’na"
34,18,Spiral,chakkar dar
34,19,Spoil,"become useless , kharab hona koi cheez"
34,20,Spoilt,kharab hogaya
34,21,Spontaneous,"not fake , khoud se"
34,22,Spouted here,"josh me kehna ,bol na ,type of speak"
34,23,Sprinkle,"split, chidak na"
34,24,Stab,bhonkna
34,25,Stall,"store , delay"
35,1,Stare,ghoorna
35,2,Stated,Express in words
35,3,Steady on,be careful
35,4,Stereotype,ghatiya khalayaat
35,5,Stick to,"be, stick to one course only , koi cheez ke saat jude rehna"
35,6,Stiff,sakht
35,7,Stigma,badnaami
35,8,Stir,hilana
35,9,Strain,"forec , tanaao , dabaao"
35,10,Strength,taaqat
35,11,Striking,"noticeable, very Beautiful & good looking"
35,12,Strip,"utarna , removing , kapde ki patti"
35,13,Stuck,phansa hoa hai
35,14,Stuff,"material , koi cheez bolna nahi chahre to uski jagha stuff bol sakte"
35,15,Stuff,"sabab , bakwas , activity"
35,16,Stunning,"extremely impressive, shandaar , nihyat umda"
35,17,Submerge,"push or hold in water , dubona"
35,18,Subscriber,"koi cheez ya product, istemal karne wale, iam an aircel sub-"
35,19,scriber..,
35,20,Subsequent,"next, later, aagla, baad ka"
35,21,Suck,"choosna, like driking juce with straw"
35,22,Sulk,"naraaz hona, ruthna"
35,23,Suppose,"sonchna , khiyal karna , assume , imagin"
35,24,Surpass,"out do, se behtar karna"
35,25,Surplus,"zayed , bacha hoa"
36,1,Surrogate,"replacement , mutabadil"
36,2,Survive,"bachna , baqaya ,koi cheez se bach k mahfooz rehna"
36,3,Suspect,shak karna
36,4,Sustain,suffer = koi cheez jhelne jaisa
36,5,Swift,speed = quick = sudden = tezi = fouran
36,6,Sword,talwar
36,7,Sympathy,hum dardi
36,8,Synchronize,"happen simultaneously , ek hi waqt me hona , at the same time"
36,9,Synonym,"hum maana , word with same meaning"
36,10,Synthesis,"tarkeeb , trick"
36,11,Tact,hoshiyar
36,12,Take it off,ise nikalo
36,13,Temporary,"lasting for a short time , thode waqt k liye"
36,14,Terminology,type of word
36,15,Terminology,A system of words used to name things in a particular disci-
36,16,pline,
36,17,Terrific,"houlnak , dehshat , a huge intense"
36,18,Testimonial,"certificate ,r tasdeeq"
36,19,Texture,"saakht , banawat"
36,20,The kind of person I am,mai jis tarhe ka aadmi hon
36,21,Thee,mujhko
36,22,Their,unka
36,23,There,wahan
36,24,Thereby,is wajhe se
36,25,Therefore,"is liye , is wajhe se"
37,1,Though,phir bhi
37,2,Thought,khiyal
37,3,Threat,"khatra , Dhamki"
37,4,Throat,halaq
37,5,Through,ke zariye
37,6,Throughout,"all the way through,like pure season me,pure tournament me"
37,7,acha tha,
37,8,Thus,is tarha youn
37,9,Tolerate,Bardasht karna
37,10,Torrent,"full of speed, teez dhar seel , fast moving stream"
37,11,Tradition,"Rasam , riwayat"
37,12,Traditional,riwayati
37,13,Transaction,"like sauda ,sauda karna"
37,14,Transformation,tabdeeli
37,15,Transparent,a glas or layer can be easily seen through out
37,16,Trap,"jaal , like is jaal me mat phaso"
37,17,Treat,bartaao
37,18,Tremendous,Extreme in degree
37,19,Trend,rujhan
37,20,Tribute,"shardhanjali , salami dena"
37,21,Trim,Remove the edges from and cut down to the desired size
37,22,Trivial,mamuli
37,23,Troop,"gurooh , group of peoples , solders"
37,24,Turn,bazi
37,25,Turn down,"sound kum karna , tv , music etc"
38,1,Turn off,"band karna, tv , music etc"
38,2,Turn on,"on karna, tv , music etc"
38,3,Turn up,"sound badhana, tv , music etc"
38,4,Ugly,badsoorat
38,5,Ultimate,"final , aakhri"
38,6,Ultimo,"last month , gaya hoa mahina"
38,7,Ultra,had se ziyada
38,8,Un Familiar,"injaan , na makoom"
38,9,Unabashed,"besharam , without a feeling of shame"
38,10,Unaccountable,jiski wajhe samajh na aae
38,11,Unanticipated,unexpected
38,12,Unaware,"anjaan ,nahi maalom hai , iam unware from him,mai unhe nahi"
38,13,jaanta,
38,14,Unbearable,na qabil e bardaasht
38,15,Unconscious,Behosh
38,16,Undeniable,jis ko inkaar nahi kiya ja sakta
38,17,Underestimate,koi cheez ko kam samajh na
38,18,Undergo,takleef barrdasht karna
38,19,Unfamiliar,ajnabi
38,20,Uniform,"same , the waves are uniform , vardi"
38,21,Uninhibited,"not restrained , be jhijhak"
38,22,Unit,ekai
38,23,Unite,"ek hona , ikhatta karna , jamaa karna"
38,24,Unleashed,"set free ,free chod dena"
38,25,Unrealistic,jo real me nahi ho sakta
39,1,Unveil,"launch karna , removing a cover from"
39,2,Unveil,"parda uthana , koi cheez pehli baar publicly dikhana"
39,3,Usual,"aam tor par , amuman"
39,4,Utmost,ziyada se ziya da
39,5,Utter,"complete , pura , bilkul"
39,6,Vanish,ghayab
39,7,Varsity,university
39,8,"Vary ,varies ,varying","changes, changing from one state to another or in-"
39,9,creasing,
39,10,Vast,bahot bada
39,11,Vault,mehraab
39,12,Veil,"conceal or protect the face , chupana"
39,13,Vendor,"bechne wala , froqt karne wala"
39,14,Venue,"place of meeting , muqaam"
39,15,Verdict,faisla
39,16,Versatile,cleaver at many things
39,17,Victim,"mujrim , qurbani ka bakra"
39,18,Victory,"win , fatah , jeet"
39,19,Villa,kothi
39,20,Viral,"phailne wala , mutaadi , Relating to or caused by a virus"
39,21,Virtual,not in real
39,22,Vital,"absolutely necessary,necessary for life, Zindagi k lie ahem"
39,23,Vocabulary,alfaaz
39,24,Vocal,"zaban se kehna , lafzi , like vocal instruction, lafzi instruction"
39,25,Volunteer,khahishmand
40,1,Vomit,ulti karna
40,2,Walkout,chod k chale jana
40,3,We,hum
40,4,Wealth,paisa property
40,5,Weather,mausam
40,6,Weird,strange
40,7,Whatever,jo kuch bhi
40,8,Whatsoever,"at sll , jo kuch"
40,9,Whether,chahe
40,10,Whirl,"spin , ghumna gol"
40,11,Whole,complete
40,12,Wild,jangly
40,13,Willing,razi hojana
40,14,Wipe,"mitana , poachna"
40,15,Woe,"ka qarzdaar hona , to be in debt"
40,16,Wonder,hairaan hona
40,17,"Woo, woos ,wooing ,wooed","kahish karna , wanted ,shadi ki khahish zaher"
40,18,karna,
40,19,woos,peshkash
40,20,Worry,pareshan
40,21,Worship,ibaadat
40,22,Worth,"qabil ,layaq , khubi , ability , skill"
40,23,Would,"karonga , kya aap karenge"
40,24,Would rather,"would prefer , pasand karonga"
40,25,Wrap,cover
41,1,Yahoo,ganwar
41,2,Yawn,jamai lena
41,3,Yet,abhi tak
41,4,Yield,"output , return as a profit"
41,5,You,"aap , aap loug"
41,6,You are not suppose,karna nahi chahiye
41,7,Your suppose,"karna chahiye ,"
41,8,Yuk,"Exclamation expressing disgust, horror, or recoil"
41,9,Zone,"muqaam , having particular properties purpose, (danger zone)"
41,10,Stand by,"reliable support in time of need , sahara jab uski zarorat ho"
41,11,Retail,"marketing ,sell, selling, inform"
41,12,Sponsor,"a proposal , paish karne wala , ki zimmadari lene wala"
41,13,Bingo,"aha , yeah"
41,14,Ping,"type of contact, message, reach, hit"
41,15,Repository,"storage space, deposit"
41,16,Agenda,item of business to be considered at a meeting
41,17,Deferred,"delayed , postponed"
41,18,In the sense,matlab
41,19,Rule out,"finish, khatam, over , khatam hona ya karna , elemeneted"
41,20,Terminated,"ended, finish, fired"
41,21,Retained,"continued, held, baqi rehta"
41,22,Encrypt,"encode, coding, code dena"
41,23,Decrypt,"decode, decoding, code nikalna"
41,24,Enrich,"make rich , mala mal karna"
41,25,Implicitly,"understood though not clearly or directly stated, jo wazeh nahi"
42,1,Hardcore,having a extreme dedication to a certain activity
42,2,Instance,example
42,3,Encounter,"to meet someone without expecting, unexpected meeting."
42,4,Worse,bura
42,5,Critcs,type of disagreeable person
42,6,Deposit,put money in bank account
42,7,Intellectual,aqal mand.
42,8,Merge,combine
42,9,Emerge,"to come into view, ubhar kar saamne aaye"
42,10,Via,k zariye
42,11,Prevent,"bachana, mehfooz karna."
42,12,Roll out,"to introduce a new product , uvveiling"
42,13,Brush up,refresh
42,14,Make use of,to create something by work or effort
42,15,Presious,qeemti
42,16,Crush,"beat , msake a defeate to enimy"
42,17,Migrate,"muntaqil karna , move"
42,18,Like you need it,jaisa zaroorat hai
42,19,Privillage,advantage
42,20,Winding up,"Finally be or do something , finishing"
42,21,Embeded,"implanted , inserted"
42,22,Hassle,"trouble , bother , annoyance or problem"
42,23,Spectacular,very impressive
42,24,Folks,"people in general , used to talk to people informal way"
42,25,Schema,partion
43,1,Glitch,especially a minor problem with device such as a computer
43,2,Across,from one side to other side
43,3,Tweak,andaz
43,4,Threatens,dhamki
43,5,Strike,hartaal
43,6,Protest,ahtejaaj
43,7,Tilt,jhukao
43,8,Backlash,radde amal
43,9,Spectacular,shandar
43,10,Prospective,mumkina
43,11,Sue,muqaddama
43,12,Agony,"nazaa, high in tension"
43,13,Hilarious,mazahia
43,14,Resource,somthing that a country has and can used to increase its wealth
43,15,Transcribe,"kitaab ki naqal utarna, to make a written copy of something"
43,16,Geek,a person who is very interested in a particular field or activity
43,17,Grossary,
43,18,Gush,
43,19,Promotize,
43,20,Grocery,
43,21,Exemption,
43,22,Depicted,
43,23,Perpetual,
43,24,Incorporation,
43,25,Incorporate,
43,26,Cult,
43,27,"So, have they?",
44,1,"So, did I",
44,2,So are you.,
44,3,So,
44,4,Conjecture,
44,5,Misogynist,
44,6,Rasest,
44,7,Caveat,ahtiyat
44,8,Words from essential English grammar,
44,9,Hey waier,
44,10,Unknowingly,
44,11,Irrelevant,
44,12,rogression,badhne ko
44,13,Farther,door
44,14,Evaluation,janch
44,15,Pay up bhuktaan,
44,16,Brought back,laya gaya
44,17,Stranded,"phase hue , stucked"
44,18,Annexure,last page added if I wasn’t
44,19,"Bear, borne jhelna",
44,20,Determined kiya jayega,
44,21,Leverage,qarz SE kuch kaam karna
44,22,Paradox,ironic
44,23,Stout chubby,
44,24,Spunk is brave and courageous,
44,25,Spark is practical and Flickr,
44,26,obsolete,"no longer used or produced, out dated"
44,27,Narcissistic is self obsessed,"no longer used or produced, out datedessed and"
44,28,highly interested in ur self,
44,29,Irrelevant,
44,30,How should be your handwriting?,
44,31,how to make assets,
44,32,Get a book and write down each and every note from videos,
44,33,Unknowingly,
44,34,See everything in number,
45,1,NO Brainer,
45,2,Hey Waiver --------------,
45,3,Don’t take my words for it,
45,4,Ever since you joined social media.,
45,5,It creepy,
45,6,to opt out of these features,
45,7,Thank you for enlightening us.,
45,8,Coincidently we bumped into this guy,
45,9,How we are goanna Pull that off,
45,10,Closet,jis me kapde rakhte hai
45,11,Abhi ye bahot(quite) bahot masculine hai,Masculine?
45,12,Astonished,girne wali the
45,13,Within the first glimpse,
45,14,Wasn’t this whole wall supposed to have cork sheet,
45,15,Industrial chic,
45,16,He Choked up while talking,
45,17,Cluttered as well,
45,18,It would more bohemian,
45,19,Bohemian,UNCONVENTIONAL and offbeat or offset
45,20,Its kitschy,
45,21,Thrilled,
45,22,"That strike me, struck me",
45,23,Cozy,
45,24,Vibrant and colorfull,
45,25,Gullible,
45,26,Scatterbrain,
45,27,upholster,
45,28,Drive,
46,1,Prestigious,"reputable, honorable, influential."
46,2,Debugging,"correcting, rectifying"
46,3,Face off,"start game by facing off, aame samne, ladai shuru karna"
46,4,Even though,despite the fact that
46,5,"Even if,",
46,6,"Even so,",
46,7,"Break even,",
46,8,"Not even,",
46,9,"Even more,",
46,10,Even now,abhi bhi
46,11,Even better,aur behter
46,12,Even as,
46,13,Cultivate,develop
46,14,Persecute,
46,15,Intimidating,"fear, discouraging through fear"
46,16,Fling,
46,17,Faint,
46,18,Regulate,durust karna
46,19,Vows,nazar
46,20,Judgmental,andaza
46,21,Tweak,mawafiq
46,22,lifted,uthalia
46,23,Simulated,"copied, resemblance masnaw"
46,24,Imitate,naqal
46,25,Subsequently,baad me
46,26,Specified,makhsoos karda
46,27,Specification,tafseelaat
46,28,into,(main)
46,29,Pitch in,
47,1,Supplement,
47,2,tether,
47,3,tethering,
47,4,procute,
47,5,define,ki wazahat
47,6,bolster,ki hosla afzai
47,7,portfolio,
47,8,woes,pareshanian (do g translation)
47,9,spy,jasoos
47,10,spotten,"farzi , fake"
47,11,comprises,par mushtamil hai
47,12,datasets,aadad wo shumar
47,13,monitoring,nigra
47,14,"however,","synonyms: nevertheless, nonetheless, but, still, yet,"
47,15,"though, although, even so, for all that, despite that, in spite of",
47,16,"that,",
47,17,"anyway, anyhow, be that as it may, all the same, having said that,",
47,18,"notwithstanding,",
47,19,still and all,
47,20,withdraw,wapas lena
47,21,deposit,jama karna
47,22,protests,ahtejaj
47,23,takedown,"nikal dena, kharij"
47,24,decline,giravat
47,25,giant,", big, bada"
47,26,overview,
47,27,lewd,"fahesh, crude and offensive in a sexual way"
47,28,fed up,"tan aana,"
47,29,predators,
48,1,overwhelming,had se ziyada
48,2,roll in,
48,3,roll out,
48,4,i got to go,mujhe jaana hai
48,5,so name,
48,6,clan,
48,7,ferocity,
48,8,stance,
48,9,persistent,
48,10,froth,
48,11,foam,
48,12,retreat,
48,13,vigilante,
48,14,tangible proof,thoos saboot
48,15,never mind,koi baat nahi
48,16,strike to tell u about,
48,17,fairy tales,parion ki kahani
48,18,myth,an idea or story many people beleave in that but not true
48,19,myth,or a traditional story
48,20,fairy,pari
48,21,tales,kahani
48,22,archive,"a place where historical material is stored, docu-"
48,23,mentsnewspaper.,
48,24,tic,
48,25,obsolescence,
48,26,trash,
48,27,pull,
48,28,pish,
48,29,pause,
49,1,intimidating,
49,2,sarcastic,
49,3,theritining,darane wali
49,4,midlog,
49,5,greedy,
49,6,glitz,
49,7,immence,
49,8,trip on triped on,
49,9,praponance,
49,10,hipe,
49,11,happy go lucky,
49,12,institution,
49,13,by far,
49,14,so called,
49,15,Paid off,
49,16,Peppi,
49,17,Could understand,
49,18,Came to know,maloom hoa
49,19,Hilight,
49,20,Dicton,
49,21,Equip,
49,22,Wizart,
49,23,Trip,
49,24,Grab,"pakdo, lapakna, pakadna"
49,25,Bias,
49,26,Encapsulate,
49,27,Look after,
49,28,Fallback,
49,29,Fallout,
50,1,Overhaul,
50,2,Overwhelming,
50,3,Minimal,
50,4,Negotiation,
50,5,Sprinkle,
50,6,Muffle,
50,7,Stature,
50,8,Posture,
50,9,Clear up,
50,10,Awful,extremely bad
50,11,Clear up,to go away
50,12,Clear cut,free from doubt
50,13,Expose,show
50,14,Consultation,a meeting in which someone (such as a doctor or
50,15,"lawyer) talks to a person about a problem, question, etc.",
50,16,Ended up,
50,17,Phrase,
50,18,Suppress,
50,19,I looked you up,
50,20,Quite,completely
50,21,Quite a few,
50,22,Are not you,kya tum nahi
50,23,Stop off,rukna hai
50,24,Course identical,
50,25,Enough chatter,
50,26,I don’t suppose that you want to have a drink,
50,27,I suppose main samajhta hooan,
50,28,It just me or is anyone else starving,
50,29,Once in a blue moon,
51,1,Succumb,
51,2,Vetren,
51,3,Blend,
51,4,Tromotize,
51,5,Tacktic,
51,6,Prept out,
51,7,Prept,
51,8,Mojjo or mojo or mojor,
51,9,Nasty,
51,10,Integrity,
51,11,Envey,
51,12,Better have,
51,13,Next to impossible,
51,14,Petrified,
51,15,Fluzies,
51,16,Flosies,
51,17,You just have to,
51,18,Inching,
51,19,Chocked,
51,20,Fall out,
51,21,Issue,
51,22,In case,
51,23,Livelihood,
51,24,That’s how long i have known my ………,
51,25,Don’t pay attention,
51,26,Pay attentation,
51,27,Characteristic,
51,28,Dotch,
51,29,Superstition,
52,1,Stand out,
52,2,I would have,
52,3,Downsized,
52,4,Damp,
52,5,I wonder why,
52,6,Who are you talking to,kisse baat karre
52,7,So are you,tum bhi
52,8,Why do you ask,
52,9,Keep your hands off,
52,10,Do you hear me,
52,11,Possibly,
52,12,Probably,
52,13,Beating around the bush,
52,14,Plethora,
52,15,I go up to talk to him,
52,16,Trip,
52,17,There goes she doesn’t know about.,
52,18,Blanked out,
52,19,"I do, do",
52,20,I am doing it tomorrow,
52,21,I have done,
52,22,I have been doing,
52,23,"I did do, i did",
52,24,I was doing,
52,25,I had done,
52,26,I had been doing,
52,27,I will do,
52,28,I will be doing,
52,29,I will have done,
53,1,I will have been doing,
53,2,Peripherals,
53,3,Prominent,
53,4,Savvy,
53,5,We happened like girls,
53,6,Portrayal,
53,7,Exaggerate,
53,8,Reach out,
53,9,What you want out of life,
53,10,What you want out of roadies,
53,11,Your striking me as a conflict person,lagraha hai ho
53,12,Ingrost,
53,13,Slimy,
53,14,Comprehend,
53,15,Lag,
53,16,Lack,
53,17,Magnitude,
53,18,Cruel,
53,19,Gullible,
53,20,Because he got caught,
53,21,Ridicule,
53,22,How ridiculous do you sound right now?,
53,23,Stupid talk that you’re talking about,
53,24,Its highly ridiculous,
53,25,Somebody,
53,26,You know when i would believe that,
53,27,If he had confessed to you on his own,
53,28,Don’t you dare,
53,29,I love to hear you abuse,
54,1,Secrete,
54,2,You have tough competition ahead,
54,3,Watch out for me,
54,4,Adrenal junkie,
54,5,Drastic,"shiddat,"
54,6,Drastically,shadeed
54,7,Persistence,musassil
54,8,Persistency,consistency
54,9,Sterling,"khara, quality"
54,10,Poverty,
54,11,Crap,
54,12,Jump around a lot,
54,13,That doesn’t mean,
54,14,Thrill,
54,15,Right from beginning,
54,16,How can i possibly hit him?,
54,17,Extend,
54,18,Spy man,
54,19,Cum what may,
54,20,Success oriented,
54,21,Never say die,
54,22,Do what it takes,
54,23,I have to win come what may,
54,24,You countrified it,
54,25,He is not worth my even getting up,
54,26,Veteran,
54,27,Breakthrough,
54,28,Bald,
54,29,Demur,
55,1,Stinks,
55,2,Can I deport this,
55,3,That’s actually what you have written,ye likhna chahiye tha
55,4,Mexican stand,
55,5,Going after her,
55,6,He is unbridled,
55,7,Rigged,
55,8,Cut to,
55,9,Illusion,
55,10,Revenue,
55,11,You want to start over,
55,12,Freelance,
55,13,Handcraft,
55,14,Cozy,
55,15,Petrified,
55,16,Parano,
55,17,Floozy,
55,18,Flossy,
55,19,Oppurtunate,
55,20,Pear,
55,21,Burped,
55,22,Nepotism,
55,23,Breezy,
55,24,Cheesy,
55,25,Creeps,
55,26,Concession,
55,27,Inherit,
55,28,Infron terribly,
55,29,Far too much,
56,1,Con solute num,
56,2,Vetren,military
56,3,Blend,
56,4,Traumatize,
56,5,Tacktic,
56,6,Prept out,
56,7,Prept,
56,8,Mojjo or mojo or mojor,
56,9,Nasty,
56,10,Integrity,
56,11,Envey,
56,12,Better have,
56,13,Next to impossible,
56,14,Petrified,
56,15,Fluzies,
56,16,Flosies,
56,17,You just have to,
56,18,Inching,
56,19,Fallout,
56,20,Lay ahead of us,
56,21,Repacurtion,
56,22,Vetren neither do i,
56,23,Blend,
56,24,Tromotize,
56,25,Tacktic,
56,26,Prept,
56,27,Mojjo or mojo or mojor,
56,28,Nasty,
56,29,Integrity,
57,1,Envey,
57,2,Better have,
57,3,Next to impossible,
57,4,Petrified,
57,5,Fluzies,
57,6,Flosies,
57,7,You just have to,
57,8,Inching,
57,9,Live up laya ahead,
57,10,Vetren,
57,11,Blend,
57,12,Tromotize,
57,13,Tacktic,
57,14,Prept out,
57,15,Prept,
57,16,Mojjo or mojo or mojor,
57,17,Nasty,
57,18,Integrity,
57,19,Envey,
57,20,Better have,
57,21,Next to impossible,
57,22,Petrified,
57,23,Fluzies,
57,24,Flosies,
57,25,You just have to,
57,26,Inching,
57,27,Overconfident,
57,28,Lazy less stamina,
57,29,You after a wrong guy,
58,1,Punch your way out of this one,
58,2,Retirement doesn’t suit you,
58,3,First time for every thing,
58,4,Made your look,
58,5,You should not have lied to me,tumhe jhot niahi bolnaa shahiye
58,6,tha mujhe,
58,7,Loon,
58,8,Ruse,
58,9,Where would he go,kahan gaya hoga
58,10,Relying on you,
58,11,It’s just facade,
58,12,Sentiment got the better of you,
58,13,Now and then,
58,14,Junkie,
58,15,Prison,
58,16,Occasionally,
58,17,Grammar has never been base of learning hindi,grammar kabhi
58,18,bhi buniyad nahi thi hindi seekhne ki,
58,19,It has never been,ye kabhi nahi tha
58,20,More or less,
58,21,Had to be,
58,22,Prept out,
58,23,Answer for,zimmadar hona
58,24,Break into,zabar dasti enter karna
58,25,Carryout,"obeyed, do not stop"
58,26,Count in,"include, shamil karna"
58,27,Count out,exclude
58,28,Count on,trust
58,29,Bank,"trust, river corner"
59,1,Lie,"jhoot,"
59,2,Lie,aaram karna
59,3,Bear,"bhalo, sahen karna , bardasht karna."
59,4,Like,"pasand karna ,"
59,5,Like,"kisi ki tarha , you look like my friend"
59,6,Kind,"rahem dil, & different types = kind"
59,7,Kind of,thoda thoda
59,8,Will,marzi & wasiat
59,9,Enamored,
59,10,Acrobatic se sab ko,
59,11,Cor shi ous,
59,12,Never the less,
59,13,What i hav done,
59,14,Replenish,fill or build up
59,15,"Baroness thatcher for example, was repoted to be able to get by on",
59,16,four hours ‘sleep a night when she primof britne minister,
59,17,Bald,
59,18,Transcription,
59,19,Perhaps,
59,20,Integrity,
59,21,Keeping that was never even consideration,
59,22,Morality,
59,23,Coherence,
59,24,Skinny,
59,25,Skim,
59,26,Right away,without delay or hesitation
59,27,Acts like you are,
59,28,I am pretty sure,
59,29,He is over 18,
60,1,I may also have to,
60,2,Ritual,
60,3,Bollects,
60,4,Well then let me say this is the language that i know best,
60,5,Cum hello hi water,
60,6,Swisted,
60,7,Twisted,
60,8,Disputed victory,
60,9,Now would be a good time to,
60,10,The war has just begun,
60,11,That’s one thing that come out of not not winning,
60,12,Insinuation,
60,13,Down right,
60,14,Creature,
60,15,Creature,
60,16,You’re not goanna get anything from spoiling our game,
60,17,Lean,
60,18,Enunciate,
60,19,Timid,
60,20,Support you un conditionally,
60,21,With due diligence,
60,22,Unleash your true personality,unleash = show
60,23,Slouch,
60,24,Limelight,
60,25,Why i hav done i have done,
60,26,Loose or loose,
60,27,Win or win,
60,28,Right here,yahan
60,29,Over time,
61,1,Enlighten,
61,2,Just moved in,
61,3,I will take your word for it,
61,4,Iam not desperate to root around some …,
61,5,Tamper,
61,6,Is he on his way?,
61,7,I may as well,
61,8,You have a look,
